sg	set	trm	hm	xyz
155	1	a,b,c	R 3 2 :h	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;y+2/3,x+1/3,-z+1/3;x-y+2/3,-y+1/3,-z+1/3;-x+2/3,-x+y+1/3,-z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;y+1/3,x+2/3,-z+2/3;x-y+1/3,-y+2/3,-z+2/3;-x+1/3,-x+y+2/3,-z+2/3
155	2	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R 3 2 :R	x,y,z;z,x,y;y,z,x;-z,-y,-x;-y,-x,-z;-x,-z,-y
156	1	a,b,c	P 3 m 1	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z;-x+y,y,z;x,x-y,z
157	1	a,b,c	P 3 1 m	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,z;x-y,-y,z;-x,-x+y,z
158	1	a,b,c	P 3 c 1	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2
159	1	a,b,c	P 3 1 c	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
160	1	a,b,c	R 3 m :h	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z;-x+y,y,z;x,x-y,z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;-y+2/3,-x+1/3,z+1/3;-x+y+2/3,y+1/3,z+1/3;x+2/3,x-y+1/3,z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;-y+1/3,-x+2/3,z+2/3;-x+y+1/3,y+2/3,z+2/3;x+1/3,x-y+2/3,z+2/3
160	2	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R 3 m :R	x,y,z;z,x,y;y,z,x;z,y,x;y,x,z;x,z,y
161	1	a,b,c	R 3 c :h	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;-y+2/3,-x+1/3,z+5/6;-x+y+2/3,y+1/3,z+5/6;x+2/3,x-y+1/3,z+5/6;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;-y+1/3,-x+2/3,z+1/6;-x+y+1/3,y+2/3,z+1/6;x+1/3,x-y+2/3,z+1/6
161	2	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R 3 c :R	x,y,z;z,x,y;y,z,x;z+1/2,y+1/2,x+1/2;y+1/2,x+1/2,z+1/2;x+1/2,z+1/2,y+1/2;z+3/2,y+1/2,x+1/2;y+3/2,x+1/2,z+1/2;x+3/2,z+1/2,y+1/2;z+1/2,y+1/2,x-1/2;y+1/2,x+1/2,z-1/2;x+1/2,z+1/2,y-1/2
162	1	a,b,c	P -3 1 m	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,-z;-x+y,y,-z;x,x-y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;y,x,z;x-y,-y,z;-x,-x+y,z
163	1	a,b,c	P -3 1 c	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,-z+1/2;-x+y,y,-z+1/2;x,x-y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
164	1	a,b,c	P -3 m 1	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z;-x+y,y,z;x,x-y,z
165	1	a,b,c	P -3 c 1	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2
166	1	a,b,c	R -3 m :h	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z;-x+y,y,z;x,x-y,z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;y+2/3,x+1/3,-z+1/3;x-y+2/3,-y+1/3,-z+1/3;-x+2/3,-x+y+1/3,-z+1/3;-x+2/3,-y+1/3,-z+1/3;y+2/3,-x+y+1/3,-z+1/3;x-y+2/3,x+1/3,-z+1/3;-y+2/3,-x+1/3,z+1/3;-x+y+2/3,y+1/3,z+1/3;x+2/3,x-y+1/3,z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;y+1/3,x+2/3,-z+2/3;x-y+1/3,-y+2/3,-z+2/3;-x+1/3,-x+y+2/3,-z+2/3;-x+1/3,-y+2/3,-z+2/3;y+1/3,-x+y+2/3,-z+2/3;x-y+1/3,x+2/3,-z+2/3;-y+1/3,-x+2/3,z+2/3;-x+y+1/3,y+2/3,z+2/3;x+1/3,x-y+2/3,z+2/3
166	2	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R -3 m :R	x,y,z;z,x,y;y,z,x;-z,-y,-x;-y,-x,-z;-x,-z,-y;-x,-y,-z;-z,-x,-y;-y,-z,-x;z,y,x;y,x,z;x,z,y
167	1	a,b,c	R -3 c :h	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;y+2/3,x+1/3,-z+5/6;x-y+2/3,-y+1/3,-z+5/6;-x+2/3,-x+y+1/3,-z+5/6;-x+2/3,-y+1/3,-z+1/3;y+2/3,-x+y+1/3,-z+1/3;x-y+2/3,x+1/3,-z+1/3;-y+2/3,-x+1/3,z+5/6;-x+y+2/3,y+1/3,z+5/6;x+2/3,x-y+1/3,z+5/6;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;y+1/3,x+2/3,-z+1/6;x-y+1/3,-y+2/3,-z+1/6;-x+1/3,-x+y+2/3,-z+1/6;-x+1/3,-y+2/3,-z+2/3;y+1/3,-x+y+2/3,-z+2/3;x-y+1/3,x+2/3,-z+2/3;-y+1/3,-x+2/3,z+1/6;-x+y+1/3,y+2/3,z+1/6;x+1/3,x-y+2/3,z+1/6
167	2	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R -3 c :R	x,y,z;z,x,y;y,z,x;-z+1/2,-y+1/2,-x+1/2;-y+1/2,-x+1/2,-z+1/2;-x+1/2,-z+1/2,-y+1/2;-x,-y,-z;-z,-x,-y;-y,-z,-x;z+1/2,y+1/2,x+1/2;y+1/2,x+1/2,z+1/2;x+1/2,z+1/2,y+1/2;-z+3/2,-y+1/2,-x+1/2;-y+3/2,-x+1/2,-z+1/2;-x+3/2,-z+1/2,-y+1/2;z+3/2,y+1/2,x+1/2;y+3/2,x+1/2,z+1/2;x+3/2,z+1/2,y+1/2;-z+1/2,-y+1/2,-x-1/2;-y+1/2,-x+1/2,-z-1/2;-x+1/2,-z+1/2,-y-1/2;z+1/2,y+1/2,x-1/2;y+1/2,x+1/2,z-1/2;x+1/2,z+1/2,y-1/2
168	1	a,b,c	P 6	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z
169	1	a,b,c	P 61	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-x,-y,z+1/2;y,-x+y,z+5/6;x-y,x,z+1/6
170	1	a,b,c	P 65	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-x,-y,z+1/2;y,-x+y,z+1/6;x-y,x,z+5/6
171	1	a,b,c	P 62	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-x,-y,z;y,-x+y,z+2/3;x-y,x,z+1/3
172	1	a,b,c	P 64	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-x,-y,z;y,-x+y,z+1/3;x-y,x,z+2/3
173	1	a,b,c	P 63	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2
174	1	a,b,c	P -6	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z;-y,x-y,-z;-x+y,-x,-z
175	1	a,b,c	P 6/m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z;-y,x-y,-z;-x+y,-x,-z
176	1	a,b,c	P 63/m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2
177	1	a,b,c	P 6 2 2	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-y,-x,-z;-x+y,y,-z;x,x-y,-z
178	1	a,b,c	P 61 2 2	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-x,-y,z+1/2;y,-x+y,z+5/6;x-y,x,z+1/6;y,x,-z+1/3;x-y,-y,-z;-x,-x+y,-z+2/3;-y,-x,-z+5/6;-x+y,y,-z+1/2;x,x-y,-z+1/6
179	1	a,b,c	P 65 2 2	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-x,-y,z+1/2;y,-x+y,z+1/6;x-y,x,z+5/6;y,x,-z+2/3;x-y,-y,-z;-x,-x+y,-z+1/3;-y,-x,-z+1/6;-x+y,y,-z+1/2;x,x-y,-z+5/6
180	1	a,b,c	P 62 2 2	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-x,-y,z;y,-x+y,z+2/3;x-y,x,z+1/3;y,x,-z+2/3;x-y,-y,-z;-x,-x+y,-z+1/3;-y,-x,-z+2/3;-x+y,y,-z;x,x-y,-z+1/3
181	1	a,b,c	P 64 2 2	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-x,-y,z;y,-x+y,z+1/3;x-y,x,z+2/3;y,x,-z+1/3;x-y,-y,-z;-x,-x+y,-z+2/3;-y,-x,-z+1/3;-x+y,y,-z;x,x-y,-z+2/3
182	1	a,b,c	P 63 2 2	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-y,-x,-z+1/2;-x+y,y,-z+1/2;x,x-y,-z+1/2
183	1	a,b,c	P 6 m m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;-y,-x,z;-x+y,y,z;x,x-y,z;y,x,z;x-y,-y,z;-x,-x+y,z
184	1	a,b,c	P 6 c c	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
185	1	a,b,c	P 63 c m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;y,x,z;x-y,-y,z;-x,-x+y,z
186	1	a,b,c	P 63 m c	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;-y,-x,z;-x+y,y,z;x,x-y,z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
187	1	a,b,c	P -6 m 2	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z;-y,x-y,-z;-x+y,-x,-z;-y,-x,z;-x+y,y,z;x,x-y,z;-y,-x,-z;-x+y,y,-z;x,x-y,-z
188	1	a,b,c	P -6 c 2	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;-y,-x,-z;-x+y,y,-z;x,x-y,-z
189	1	a,b,c	P -6 2 m	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z;-y,x-y,-z;-x+y,-x,-z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;y,x,z;x-y,-y,z;-x,-x+y,z
190	1	a,b,c	P -6 2 c	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2;y,x,-z;x-y,-y,-z;-x,-x+y,-z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
191	1	a,b,c	P 6/m m m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-y,-x,-z;-x+y,y,-z;x,x-y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z;-y,x-y,-z;-x+y,-x,-z;-y,-x,z;-x+y,y,z;x,x-y,z;y,x,z;x-y,-y,z;-x,-x+y,z
192	1	a,b,c	P 6/m c c	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-y,-x,-z+1/2;-x+y,y,-z+1/2;x,x-y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z;-y,x-y,-z;-x+y,-x,-z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
193	1	a,b,c	P 63/m c m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-y,-x,-z;-x+y,y,-z;x,x-y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;y,x,z;x-y,-y,z;-x,-x+y,z
194	1	a,b,c	P 63/m m c	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-y,-x,-z+1/2;-x+y,y,-z+1/2;x,x-y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2;-y,-x,z;-x+y,y,z;x,x-y,z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
195	1	a,b,c	P 2 3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x
196	1	a,b,c	F 2 3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;-x,y+1/2,-z+1/2;x,-y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,-x+1/2,y+1/2;-z,x+1/2,-y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;y,-z+1/2,-x+1/2;-y,-z+1/2,x+1/2;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;-x+1/2,y,-z+1/2;x+1/2,-y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,-x,y+1/2;-z+1/2,x,-y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;y+1/2,-z,-x+1/2;-y+1/2,-z,x+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,-x+1/2,y;-z+1/2,x+1/2,-y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;y+1/2,-z+1/2,-x;-y+1/2,-z+1/2,x
197	1	a,b,c	I 2 3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;x+1/2,y+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,-z+1/2;z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,-y+1/2;-z+1/2,-x+1/2,y+1/2;-z+1/2,x+1/2,-y+1/2;y+1/2,z+1/2,x+1/2;-y+1/2,z+1/2,-x+1/2;y+1/2,-z+1/2,-x+1/2;-y+1/2,-z+1/2,x+1/2
198	1	a,b,c	P 21 3	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2
199	1	a,b,c	I 21 3	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2;x+1/2,y+1/2,z+1/2;-x,-y+1/2,z;-x+1/2,y,-z;x,-y,-z+1/2;z+1/2,x+1/2,y+1/2;z,-x,-y+1/2;-z,-x+1/2,y;-z+1/2,x,-y;y+1/2,z+1/2,x+1/2;-y+1/2,z,-x;y,-z,-x+1/2;-y,-z+1/2,x
200	1	a,b,c	P m -3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;-x,-y,-z;x,y,-z;x,-y,z;-x,y,z;-z,-x,-y;-z,x,y;z,x,-y;z,-x,y;-y,-z,-x;y,-z,x;-y,z,x;y,z,-x
201	1	a,b,c	P n -3  [origin 2]	x,y,z;-x+1/2,-y+1/2,z;-x+1/2,y,-z+1/2;x,-y+1/2,-z+1/2;z,x,y;z,-x+1/2,-y+1/2;-z+1/2,-x+1/2,y;-z+1/2,x,-y+1/2;y,z,x;-y+1/2,z,-x+1/2;y,-z+1/2,-x+1/2;-y+1/2,-z+1/2,x;-x,-y,-z;x+1/2,y+1/2,-z;x+1/2,-y,z+1/2;-x,y+1/2,z+1/2;-z,-x,-y;-z,x+1/2,y+1/2;z+1/2,x+1/2,-y;z+1/2,-x,y+1/2;-y,-z,-x;y+1/2,-z,x+1/2;-y,z+1/2,x+1/2;y+1/2,z+1/2,-x
201	2	a,b,c;-1/4,-1/4,-1/4	P n -3 :1	x,y,z;z,x,y;y,z,x;-x+1/2,-y+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,z+1/2;-z+1/2,-x+1/2,-y+1/2;-z+1/2,x+1/2,y+1/2;z+1/2,x+1/2,-y+1/2;z+1/2,-x+1/2,y+1/2;-y+1/2,-z+1/2,-x+1/2;y+1/2,-z+1/2,x+1/2;-y+1/2,z+1/2,x+1/2;y+1/2,z+1/2,-x+1/2
202	1	a,b,c	F m -3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;-x,-y,-z;x,y,-z;x,-y,z;-x,y,z;-z,-x,-y;-z,x,y;z,x,-y;z,-x,y;-y,-z,-x;y,-z,x;-y,z,x;y,z,-x;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;-x,y+1/2,-z+1/2;x,-y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,-x+1/2,y+1/2;-z,x+1/2,-y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;y,-z+1/2,-x+1/2;-y,-z+1/2,x+1/2;-x,-y+1/2,-z+1/2;x,y+1/2,-z+1/2;x,-y+1/2,z+1/2;-x,y+1/2,z+1/2;-z,-x+1/2,-y+1/2;-z,x+1/2,y+1/2;z,x+1/2,-y+1/2;z,-x+1/2,y+1/2;-y,-z+1/2,-x+1/2;y,-z+1/2,x+1/2;-y,z+1/2,x+1/2;y,z+1/2,-x+1/2;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;-x+1/2,y,-z+1/2;x+1/2,-y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,-x,y+1/2;-z+1/2,x,-y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;y+1/2,-z,-x+1/2;-y+1/2,-z,x+1/2;-x+1/2,-y,-z+1/2;x+1/2,y,-z+1/2;x+1/2,-y,z+1/2;-x+1/2,y,z+1/2;-z+1/2,-x,-y+1/2;-z+1/2,x,y+1/2;z+1/2,x,-y+1/2;z+1/2,-x,y+1/2;-y+1/2,-z,-x+1/2;y+1/2,-z,x+1/2;-y+1/2,z,x+1/2;y+1/2,z,-x+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,-x+1/2,y;-z+1/2,x+1/2,-y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;y+1/2,-z+1/2,-x;-y+1/2,-z+1/2,x;-x+1/2,-y+1/2,-z;x+1/2,y+1/2,-z;x+1/2,-y+1/2,z;-x+1/2,y+1/2,z;-z+1/2,-x+1/2,-y;-z+1/2,x+1/2,y;z+1/2,x+1/2,-y;z+1/2,-x+1/2,y;-y+1/2,-z+1/2,-x;y+1/2,-z+1/2,x;-y+1/2,z+1/2,x;y+1/2,z+1/2,-x
203	1	a,b,c	F d -3  [origin 2]	x,y,z;-x+3/4,-y+3/4,z;-x+3/4,y,-z+3/4;x,-y+3/4,-z+3/4;z,x,y;z,-x+3/4,-y+3/4;-z+3/4,-x+3/4,y;-z+3/4,x,-y+3/4;y,z,x;-y+3/4,z,-x+3/4;y,-z+3/4,-x+3/4;-y+3/4,-z+3/4,x;-x,-y,-z;x+1/4,y+1/4,-z;x+1/4,-y,z+1/4;-x,y+1/4,z+1/4;-z,-x,-y;-z,x+1/4,y+1/4;z+1/4,x+1/4,-y;z+1/4,-x,y+1/4;-y,-z,-x;y+1/4,-z,x+1/4;-y,z+1/4,x+1/4;y+1/4,z+1/4,-x;x,y+1/2,z+1/2;-x+3/4,-y+1/4,z+1/2;-x+3/4,y+1/2,-z+1/4;x,-y+1/4,-z+1/4;z,x+1/2,y+1/2;z,-x+1/4,-y+1/4;-z+3/4,-x+1/4,y+1/2;-z+3/4,x+1/2,-y+1/4;y,z+1/2,x+1/2;-y+3/4,z+1/2,-x+1/4;y,-z+1/4,-x+1/4;-y+3/4,-z+1/4,x+1/2;-x,-y+1/2,-z+1/2;x+1/4,y+3/4,-z+1/2;x+1/4,-y+1/2,z+3/4;-x,y+3/4,z+3/4;-z,-x+1/2,-y+1/2;-z,x+3/4,y+3/4;z+1/4,x+3/4,-y+1/2;z+1/4,-x+1/2,y+3/4;-y,-z+1/2,-x+1/2;y+1/4,-z+1/2,x+3/4;-y,z+3/4,x+3/4;y+1/4,z+3/4,-x+1/2;x+1/2,y,z+1/2;-x+1/4,-y+3/4,z+1/2;-x+1/4,y,-z+1/4;x+1/2,-y+3/4,-z+1/4;z+1/2,x,y+1/2;z+1/2,-x+3/4,-y+1/4;-z+1/4,-x+3/4,y+1/2;-z+1/4,x,-y+1/4;y+1/2,z,x+1/2;-y+1/4,z,-x+1/4;y+1/2,-z+3/4,-x+1/4;-y+1/4,-z+3/4,x+1/2;-x+1/2,-y,-z+1/2;x+3/4,y+1/4,-z+1/2;x+3/4,-y,z+3/4;-x+1/2,y+1/4,z+3/4;-z+1/2,-x,-y+1/2;-z+1/2,x+1/4,y+3/4;z+3/4,x+1/4,-y+1/2;z+3/4,-x,y+3/4;-y+1/2,-z,-x+1/2;y+3/4,-z,x+3/4;-y+1/2,z+1/4,x+3/4;y+3/4,z+1/4,-x+1/2;x+1/2,y+1/2,z;-x+1/4,-y+1/4,z;-x+1/4,y+1/2,-z+3/4;x+1/2,-y+1/4,-z+3/4;z+1/2,x+1/2,y;z+1/2,-x+1/4,-y+3/4;-z+1/4,-x+1/4,y;-z+1/4,x+1/2,-y+3/4;y+1/2,z+1/2,x;-y+1/4,z+1/2,-x+3/4;y+1/2,-z+1/4,-x+3/4;-y+1/4,-z+1/4,x;-x+1/2,-y+1/2,-z;x+3/4,y+3/4,-z;x+3/4,-y+1/2,z+1/4;-x+1/2,y+3/4,z+1/4;-z+1/2,-x+1/2,-y;-z+1/2,x+3/4,y+1/4;z+3/4,x+3/4,-y;z+3/4,-x+1/2,y+1/4;-y+1/2,-z+1/2,-x;y+3/4,-z+1/2,x+1/4;-y+1/2,z+3/4,x+1/4;y+3/4,z+3/4,-x
